INSERT INTO `peminjaman` (`id`, `kode_pinjam`, `peminjam_id`, `kd_barang`, `nama_peminjam`, `petugas_pinjam`, `petugas_kembali`, `status`, `denda`, `tanggal_pinjam`, `tanggal_kembali`, `tanggal_pengembalian`, `created_at`, `updated_at`) VALUES
(114, '233502466', 117, '518b6289-4c7c-43d4-bcf3-04a485cf4a53', 'Natalia Rina Purnawati S.E.I', 2, 1, 3, 0, '2021-05-23', '2021-06-06', '2021-06-05', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(115, '259840239', 118, 'c46eab3f-0261-4953-8ac8-aaeb542493fb', 'Nyana Prabowo', 2, 1, 3, 0, '2022-10-14', '2022-10-28', '2022-10-27', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(116, '743478846', 119, 'da927bd8-0bdf-4cd7-a6b3-528760a4a223', 'Dadap Halim M.Farm', 2, 2, 3, 0, '2022-07-18', '2022-08-01', '2022-07-31', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(117, '951806248', 120, 'c46eab3f-0261-4953-8ac8-aaeb542493fb', 'Gaduh Balangga Hakim', 2, 1, 3, 0, '2021-05-25', '2021-06-08', '2021-06-07', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(118, '402883659', 121, '4e1e636e-c217-48df-b99c-aec6c9b615da', 'Putri Ana Suryatmi M.Kom.', 1, 2, 3, 0, '2022-07-20', '2022-08-03', '2022-08-02', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(119, '447894974', 122, 'd565c796-7ffc-4cdc-90c0-03d6b386aaa0', 'Gandi Prasetya', 2, 2, 3, 0, '2020-02-19', '2020-03-04', '2020-03-03', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(120, '568032616', 123, '41f3160f-f300-4b19-b2c1-d476e0e31353', 'Shakila Puput Susanti S.E.', 1, 2, 3, 0, '2020-07-17', '2020-07-31', '2020-07-30', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(121, '536430006', 124, '47566a73-1404-4552-b60d-80d229909e0d', 'Oman Warta Hardiansyah', 2, 2, 3, 0, '2020-11-08', '2020-11-22', '2020-11-21', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(122, '318009745', 125, 'b04ce38c-5d89-4b52-b0d2-0f40229c7ded', 'Galar Saputra S.Kom', 1, 2, 3, 0, '2020-07-01', '2020-07-15', '2020-07-14', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(123, '268895484', 126, 'e4c20eeb-24ae-43e8-bd65-efcb77bb920d', 'Eman Kasiran Megantara', 1, 2, 3, 0, '2021-07-18', '2021-08-01', '2021-07-31', '2023-05-29 02:10:35', '2023-05-29 02:10:35'),
(124, '781604456', 127, '4ff6bc30-c1c2-4e35-b4a7-f4c5a4240cea', 'Devi Puspasari', 1, 2, 3, 0, '2020-09-25', '2020-10-09', '2020-10-08', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(125, '848172710', 128, '00523a3b-812f-47ce-9da5-2746548d2974', 'Febi Salsabila Hartati S.Pt', 1, 1, 3, 0, '2022-03-02', '2022-03-16', '2022-03-15', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(126, '961255373', 129, 'f9892c4b-a6d5-41d2-a101-892d834db1b3', 'Hasta Latupono M.TI.', 2, 2, 3, 0, '2020-04-14', '2020-04-28', '2020-04-27', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(127, '700048317', 130, '85f6e417-63eb-4d20-9cc2-96a5fdde8e07', 'Ulva Kani Melani S.Sos', 2, 2, 3, 0, '2020-11-08', '2020-11-22', '2020-11-21', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(128, '908135700', 131, 'ce726319-bff1-4e20-821f-b18250a12efd', 'Ibrahim Wacana S.T.', 2, 1, 3, 0, '2023-01-28', '2023-02-11', '2023-02-10', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(129, '105812005', 132, '4762d287-6849-4748-9b4b-e394279d4baa', 'Dian Purnawati', 2, 2, 3, 0, '2021-04-06', '2021-04-20', '2021-04-19', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(130, '980677647', 133, 'e408ed73-ec05-445a-adbb-b2525e116c77', 'Mahmud Pradana', 1, 2, 3, 0, '2022-09-29', '2022-10-13', '2022-10-12', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(131, '689320710', 134, '6af02045-2faf-4fd3-b0bb-919269af500b', 'Ina Purnawati S.Sos', 2, 1, 3, 0, '2020-11-09', '2020-11-23', '2020-11-22', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(132, '315832415', 135, '926c8bfb-e020-432e-b775-a55875d70bde', 'Titin Wulandari', 2, 2, 3, 0, '2020-11-27', '2020-12-11', '2020-12-10', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(133, '180784582', 136, '3ad22dd8-775a-4bb1-93b1-232559fef69f', 'Among Habibi', 1, 2, 3, 0, '2022-07-06', '2022-07-20', '2022-07-19', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(134, '736576433', 137, '5ffba23f-ef66-44c5-8b98-958e9d354a36', 'Malika Rahimah', 2, 1, 3, 0, '2020-05-15', '2020-05-29', '2020-05-28', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(135, '747847845', 138, '82bd435f-66f8-478e-b1cf-afba81b90a9d', 'Budi Maman Ramadan', 1, 1, 3, 0, '2021-06-11', '2021-06-25', '2021-06-24', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(136, '865375804', 139, '8157a3e1-f37d-4782-a292-d0d3a6fe2eed', 'Cagak Rafi Pangestu M.Kom.', 2, 1, 3, 0, '2023-03-23', '2023-04-06', '2023-04-05', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(137, '188898936', 140, 'b70ad2fd-29e7-46aa-85fe-703337669753', 'Kayla Nabila Winarsih M.M.', 2, 1, 3, 0, '2021-12-15', '2021-12-29', '2021-12-28', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(138, '118943248', 141, 'ba69bba2-fea6-4987-8094-3c1cb87d3851', 'Bakti Waskita', 2, 2, 3, 0, '2022-12-21', '2023-01-04', '2023-01-03', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(139, '889585473', 142, '1c745dc0-1f30-4a4b-bdcc-7b0d3f268299', 'Padma Ika Hariyah M.Ak', 1, 1, 3, 0, '2023-03-10', '2023-03-24', '2023-03-23', '2023-05-29 02:10:36', '2023-05-29 02:10:36'),
(140, '675805748', 143, '327a6b40-f39f-40d7-b854-207b5e97fb62', 'Diah Talia Nasyidah', 2, 2, 3, 0, '2020-07-09', '2020-07-23', '2020-07-22', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(141, '386105268', 144, '529124ad-4430-4455-8bce-c054b3a64db9', 'Natalia Amelia Aryani S.Farm', 2, 1, 3, 0, '2020-03-02', '2020-03-16', '2020-03-15', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(142, '881640611', 145, '5cedc6d3-40ee-4212-a5e1-6efbdb0c5db7', 'Harja Suwarno', 1, 2, 3, 0, '2022-12-15', '2022-12-29', '2022-12-28', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(143, '887803024', 146, 'ece7a7b6-4e1b-40e2-8681-4ec4d532bf02', 'Lala Lestari', 2, 2, 3, 0, '2022-03-24', '2022-04-07', '2022-04-06', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(144, '143260381', 147, '631ae38f-30e5-48a2-867f-629dd2af3d53', 'Jais Tomi Wacana', 2, 2, 3, 0, '2022-02-06', '2022-02-20', '2022-02-19', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(145, '860087688', 148, '528403f7-7981-4c72-9565-9f6cf5da605c', 'Muni Wasita', 1, 1, 3, 0, '2023-05-11', '2023-05-25', '2023-05-24', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(146, '533267714', 149, '063ca805-0fd9-49b1-b361-28568288e0c6', 'Timbul Kasiran Nashiruddin S.H.', 1, 1, 3, 0, '2021-04-15', '2021-04-29', '2021-04-28', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(147, '784535250', 150, '188cc576-b7db-4cbe-907c-90e47ad4d65b', 'Gina Lailasari M.Pd', 2, 1, 3, 0, '2022-08-22', '2022-09-05', '2022-09-04', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(148, '275522389', 151, 'c15f617c-0151-483b-82f7-bac6d33a2203', 'Bajragin Hutagalung', 2, 1, 3, 0, '2023-03-14', '2023-03-28', '2023-03-27', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(149, '692961464', 152, 'cfffbf65-3e41-44f7-8cfa-a4ae20bb122d', 'Patricia Hasanah', 1, 1, 3, 0, '2022-08-04', '2022-08-18', '2022-08-17', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(150, '139215665', 153, 'c0eee741-0353-4da7-ba34-80fd137b36b9', 'Olga Setiawan', 1, 1, 3, 0, '2020-12-01', '2020-12-15', '2020-12-14', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(151, '671522874', 154, '54b24cad-74d2-419b-8274-2a5ea913cc65', 'Ajiman Banara Rajata M.TI.', 1, 1, 3, 0, '2022-04-22', '2022-05-06', '2022-05-05', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(152, '519603830', 155, '6e49c8be-c257-4b1e-85e0-76213bd464e3', 'Jamalia Jasmin Lestari S.E.', 1, 1, 3, 0, '2021-12-09', '2021-12-23', '2021-12-22', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(153, '353591520', 156, '782849c1-ab11-458f-91b2-97e8e71ac055', 'Gangsa Rudi Permadi S.Ked', 1, 1, 3, 0, '2022-11-03', '2022-11-17', '2022-11-16', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(154, '642442454', 157, 'fe7145da-f864-45c9-8e3c-36a0f7413df8', 'Kamila Rahimah', 2, 1, 3, 0, '2021-10-06', '2021-10-20', '2021-10-19', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(155, '830430995', 158, 'd8b1059e-993d-4a44-9f54-01d8a69b05e1', 'Emil Sidiq Kurniawan', 1, 2, 3, 0, '2020-04-27', '2020-05-11', '2020-05-10', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(156, '546138070', 159, 'a4b7e186-472f-4707-8a2e-0a47eec5c9e0', 'Amelia Sabrina Yulianti S.IP', 1, 1, 3, 0, '2023-01-07', '2023-01-21', '2023-01-20', '2023-05-29 02:10:37', '2023-05-29 02:10:37'),
(157, '939730137', 160, '0045a57b-1def-4126-bca9-0ba05165645f', 'Sari Palastri S.T.', 2, 1, 3, 0, '2022-05-24', '2022-06-07', '2022-06-06', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(158, '242259172', 161, '714c6ca5-589b-4079-b122-5433a4d69cf0', 'Citra Puspita', 1, 1, 3, 0, '2020-08-24', '2020-09-07', '2020-09-06', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(159, '124627464', 162, '655cc4c7-34bc-4ba1-a792-c867c957eb16', 'Ilsa Mardhiyah', 2, 2, 3, 0, '2022-12-25', '2023-01-08', '2023-01-07', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(160, '275918164', 163, '94946c18-cf4a-4d9a-afb0-fe4b1a54b91e', 'Warji Okto Siregar S.Pd', 1, 2, 3, 0, '2021-12-18', '2022-01-01', '2021-12-31', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(161, '861795683', 164, '11f2d0ff-6ef8-4eda-8480-dd2880d17c7f', 'Anggabaya Nyoman Kuswoyo', 1, 1, 3, 0, '2020-08-21', '2020-09-04', '2020-09-03', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(162, '855933102', 165, 'd8e00bed-8901-4475-8fab-524e857a6b09', 'Marsito Wasis Gunarto', 1, 2, 3, 0, '2022-06-15', '2022-06-29', '2022-06-28', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(163, '338441814', 166, '6cb97336-94c8-430b-8c96-8fdf7209f9d6', 'Anom Vino Haryanto M.Kom.', 1, 2, 3, 0, '2021-07-29', '2021-08-12', '2021-08-11', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(164, '279905793', 167, 'ed6b49e3-9862-4a65-91c0-6ee366f6186e', 'Zulfa Pia Padmasari', 2, 1, 3, 0, '2022-07-11', '2022-07-25', '2022-07-24', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(165, '162069572', 168, 'e1833545-b8ba-411c-a9bb-931a1a8741ae', 'Queen Handayani', 2, 1, 3, 0, '2022-09-26', '2022-10-10', '2022-10-09', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(166, '923610614', 169, 'cb981cf5-a632-43de-8e10-5a05a201ca11', 'Salimah Suartini', 2, 2, 3, 0, '2022-06-10', '2022-06-24', '2022-06-23', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(167, '770509417', 170, '97b38019-0fde-4d55-a4d9-07da3f0c1a7c', 'Zizi Oktaviani', 1, 1, 3, 0, '2023-01-23', '2023-02-06', '2023-02-05', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(168, '555216058', 171, 'e76ddcf7-75c7-4979-b455-1e6df4a5223f', 'Olivia Raina Laksita', 1, 1, 3, 0, '2022-11-09', '2022-11-23', '2022-11-22', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(169, '729983203', 172, 'cd1b318c-22e6-44d9-89f5-e80e2d056252', 'Ulya Yuliarti', 2, 1, 3, 0, '2023-03-01', '2023-03-15', '2023-03-14', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(170, '117321877', 173, '0d827b0a-4bce-4e4a-ab20-292303907587', 'Patricia Winarsih', 1, 2, 3, 0, '2021-05-15', '2021-05-29', '2021-05-28', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(171, '411123781', 174, '485e63d5-2cfd-4cd8-a484-0a2466c666d5', 'Ratna Hassanah M.Pd', 1, 2, 3, 0, '2022-08-29', '2022-09-12', '2022-09-11', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(172, '151985270', 175, '1f2547bf-e8aa-40e9-b79b-de8ef406846b', 'Zamira Rahmawati', 2, 1, 3, 0, '2023-04-22', '2023-05-06', '2023-05-05', '2023-05-29 02:10:38', '2023-05-29 02:10:38'),
(173, '493227653', 176, 'a4096388-188d-42a1-9dfa-0069506e372b', 'Arta Hardiansyah', 1, 2, 3, 0, '2020-11-09', '2020-11-23', '2020-11-22', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(174, '789663224', 177, '84dc3934-5184-4bb5-8e39-ae874bf9ae48', 'Devi Hariyah', 1, 1, 3, 0, '2022-06-01', '2022-06-15', '2022-06-14', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(175, '227308014', 178, '78481c1b-ab98-43be-85d6-4ddb5fa78b60', 'Fitriani Astuti', 1, 2, 3, 0, '2021-04-08', '2021-04-22', '2021-04-21', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(176, '692004587', 179, '7f5c53ab-1951-4438-92e3-d933c4c7ad7b', 'Nurul Puspita', 1, 1, 3, 0, '2022-01-09', '2022-01-23', '2022-01-22', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(177, '973904459', 180, '8bdcc8ec-5b4b-4750-a996-7afbb5a0c5ac', 'Warji Dirja Maulana S.Sos', 1, 2, 3, 0, '2021-04-09', '2021-04-23', '2021-04-22', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(178, '509235093', 181, 'e5a92820-9b03-46a4-b133-3b2dcb63b50b', 'Agus Hidayanto S.Ked', 2, 1, 3, 0, '2020-06-12', '2020-06-26', '2020-06-25', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(179, '517968164', 182, 'c55b1420-ab02-4de3-9125-804068ee1ac6', 'Oliva Purnawati', 2, 2, 3, 0, '2022-10-03', '2022-10-17', '2022-10-16', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(180, '904609502', 183, '83d827a4-d294-4197-a7a0-d83f809f306d', 'Empluk Prasetyo', 2, 1, 3, 0, '2021-08-01', '2021-08-15', '2021-08-14', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(181, '766625040', 184, '31d0662d-4c97-41e4-998b-7ba7169aaace', 'Zahra Agustina', 1, 2, 3, 0, '2021-06-20', '2021-07-04', '2021-07-03', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(182, '614104605', 185, '05b4dd40-7983-4a41-ada4-97f9a7a0bc5f', 'Nilam Pudjiastuti', 2, 1, 3, 0, '2022-06-07', '2022-06-21', '2022-06-20', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(183, '926962819', 186, '19bcbec7-21ca-462f-a283-b175562459b6', 'Prasetyo Eman Napitupulu', 2, 2, 3, 0, '2022-03-12', '2022-03-26', '2022-03-25', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(184, '112759978', 187, 'dbf67365-59bd-4d32-b48c-be0cc872fec1', 'Paramita Oliva Melani', 1, 2, 3, 0, '2020-07-03', '2020-07-17', '2020-07-16', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(185, '824998914', 188, 'e9b5a144-b572-4839-afd8-61031eedd0b8', 'Yuliana Umi Mardhiyah', 2, 1, 3, 0, '2022-07-15', '2022-07-29', '2022-07-28', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(186, '455401006', 189, '1009b42f-e3cc-4332-a7c5-dc54512e4ed0', 'Kayla Zulaika', 1, 2, 3, 0, '2022-06-28', '2022-07-12', '2022-07-11', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(187, '154874095', 190, '76fe7cc7-8083-4c8f-8bcb-64900464695b', 'Gading Maryadi Tamba S.Pt', 1, 2, 3, 0, '2022-11-22', '2022-12-06', '2022-12-05', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(188, '394280777', 191, 'c7d10364-d0a1-406b-b42a-1dbacd59f690', 'Kiandra Nurdiyanti', 1, 2, 3, 0, '2021-04-11', '2021-04-25', '2021-04-24', '2023-05-29 02:10:39', '2023-05-29 02:10:39'),
(189, '246177780', 192, '16775cb1-b7d4-4905-b9fe-1a8c6c7f5c1c', 'Novi Ida Safitri S.H.', 2, 1, 3, 0, '2023-04-30', '2023-05-14', '2023-05-13', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(190, '744490264', 193, 'db66bbc7-d910-4beb-9fb5-46722016db7a', 'Suci Puspasari', 1, 1, 3, 0, '2020-12-02', '2020-12-16', '2020-12-15', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(191, '105155443', 194, '9a7a71ec-52bb-4020-8716-234e6d97da04', 'Balidin Haryanto', 1, 1, 3, 0, '2023-03-28', '2023-04-11', '2023-04-10', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(192, '323461819', 195, '288547e5-66b5-44c1-8383-42e94000d6a5', 'Marsudi Thamrin', 2, 2, 3, 0, '2023-04-22', '2023-05-06', '2023-05-05', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(193, '566149866', 196, '866a0d10-4775-43ac-8a58-ed1a307a480b', 'Salwa Maryati', 2, 1, 3, 0, '2021-05-11', '2021-05-25', '2021-05-24', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(194, '636114093', 197, 'd73c6ff2-1a03-4e00-a9a5-bb34e80bb347', 'Uda Natsir', 1, 2, 3, 0, '2020-03-01', '2020-03-15', '2020-03-14', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(195, '415758198', 198, '6fc4cdc7-2e2e-4e3a-ab6f-b7450708b5b8', 'Ghaliyati Nova Kuswandari S.IP', 1, 1, 3, 0, '2020-12-16', '2020-12-30', '2020-12-29', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(196, '230880091', 199, '63895317-2577-4fea-8fc5-a393b6c75594', 'Jinawi Asman Mangunsong', 1, 2, 3, 0, '2022-08-13', '2022-08-27', '2022-08-26', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(197, '719836706', 200, '826fd70c-e565-4915-91f9-febf12395b5c', 'Estiono Taswir Mahendra M.Farm', 1, 1, 3, 0, '2021-01-12', '2021-01-26', '2021-01-25', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(198, '524877463', 201, 'e056d57f-d5a8-4cc8-979a-586056d3a051', 'Padmi Julia Zulaika', 2, 1, 3, 0, '2021-02-25', '2021-03-11', '2021-03-10', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(199, '307622275', 202, 'ca8c1ad3-0aa1-434f-ac6b-0208dac22fcd', 'Kasim Rafi Latupono M.M.', 1, 2, 3, 0, '2022-06-25', '2022-07-09', '2022-07-08', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(200, '620254067', 203, 'c75a061f-fa45-42a6-a5d2-6fdf3427651e', 'Alika Mulyani', 2, 2, 3, 0, '2021-09-25', '2021-10-09', '2021-10-08', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(201, '835603177', 204, '1d8c2003-ce6a-4924-bacd-9ea7e7974961', 'Dadap Budiman S.T.', 2, 1, 3, 0, '2022-05-12', '2022-05-26', '2022-05-25', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(202, '924701293', 205, '22d11838-0845-4f06-9185-9cfa9c999839', 'Zaenab Puji Agustina', 2, 1, 3, 0, '2021-05-29', '2021-06-12', '2021-06-11', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(203, '165718099', 206, '8ea6db8b-6f60-4925-9a23-386b6cc18bc8', 'Halima Paramita Rahimah S.Gz', 2, 2, 3, 0, '2023-05-08', '2023-05-22', '2023-05-21', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(204, '965390105', 207, 'ae9d5d7e-dd01-4ac4-87c8-69dc2e534dcf', 'Jindra Hutapea', 1, 1, 3, 0, '2021-08-26', '2021-09-09', '2021-09-08', '2023-05-29 02:10:40', '2023-05-29 02:10:40'),
(205, '238123566', 208, 'cf95a6d8-42f8-4487-8f7e-658624809f8d', 'Queen Lestari', 2, 1, 3, 0, '2021-05-14', '2021-05-28', '2021-05-27', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(206, '124426871', 209, 'ebd76306-b4cb-4cf1-b744-19d87995b1ed', 'Rachel Namaga M.Kom.', 1, 1, 3, 0, '2021-04-28', '2021-05-12', '2021-05-11', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(207, '301528101', 210, 'a65b5219-2672-4b7b-8aaa-b72fdbaacf79', 'Gandi Zulkarnain', 2, 1, 3, 0, '2020-02-27', '2020-03-12', '2020-03-11', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(208, '325912207', 211, 'f820807f-5586-4b82-90eb-4aeee5808d7f', 'Hardana Simanjuntak', 2, 1, 3, 0, '2020-07-18', '2020-08-01', '2020-07-31', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(209, '703658949', 212, '4663ba95-dd46-4607-9841-aef9d5d2804e', 'Among Maras Wijaya S.Pd', 1, 1, 3, 0, '2021-08-22', '2021-09-05', '2021-09-04', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(210, '991177271', 213, '37abf404-c1b0-4ba7-95fb-915062b8c3dc', 'Darmana Zulkarnain', 1, 1, 3, 0, '2022-02-18', '2022-03-04', '2022-03-03', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(211, '532896691', 214, 'faa0e756-b4f3-43e3-9417-a6cc8220e296', 'Galih Rajasa M.Pd', 2, 1, 3, 0, '2023-05-14', '2023-05-28', '2023-05-27', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(212, '143929273', 215, '5ecb7196-a898-4d40-a3c0-5e98bd7af9a7', 'Pandu Wahyudin S.Pt', 2, 2, 3, 0, '2020-11-11', '2020-11-25', '2020-11-24', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(213, '237490440', 216, '8c5d6f7d-c406-43be-9a01-1b11db47709c', 'Hana Lailasari', 2, 1, 3, 0, '2021-04-30', '2021-05-14', '2021-05-13', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(214, '443421484', 217, '8d759420-c472-4c4f-891a-f766cebdeb10', 'Gada Vero Mahendra S.I.Kom', 2, 1, 3, 0, '2021-04-06', '2021-04-20', '2021-04-19', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(215, '763070806', 218, '3d97625d-f94a-4fce-8c76-f7d557df894f', 'Balijan Saputra', 2, 2, 3, 0, '2021-07-27', '2021-08-10', '2021-08-09', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(216, '680981889', 219, 'd6d4785e-d384-4a79-9f3f-e91cfae76ead', 'Kemal Rahmat Nashiruddin S.IP', 2, 2, 3, 0, '2022-11-08', '2022-11-22', '2022-11-21', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(217, '503025960', 220, '9e8855f6-6d20-4b14-9302-b598924ea2fd', 'Bakiadi Narpati', 1, 1, 3, 0, '2020-04-25', '2020-05-09', '2020-05-08', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(218, '670097870', 221, 'fef0000c-7283-4887-8c44-cb2514250d43', 'Kasiyah Andriani', 1, 1, 3, 0, '2022-12-27', '2023-01-10', '2023-01-09', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(219, '728003419', 222, 'e1fe2bc1-2a70-4c7b-92ef-10258a869f0b', 'Gambira Hidayanto', 1, 2, 3, 0, '2021-02-19', '2021-03-05', '2021-03-04', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(220, '205813393', 223, 'c30e09ed-c200-4793-85bc-ad7b5af2fcfe', 'Prima Siregar', 2, 1, 3, 0, '2020-11-04', '2020-11-18', '2020-11-17', '2023-05-29 02:10:41', '2023-05-29 02:10:41'),
(221, '262920917', 224, 'cacfd7b6-490b-4d5f-bd35-677fcc0cadf7', 'Gaiman Salahudin', 2, 1, 3, 0, '2021-07-10', '2021-07-24', '2021-07-23', '2023-05-29 02:10:42', '2023-05-29 02:10:42'),
(222, '712657872', 225, '24659c1a-75ff-4831-9810-a7dbeb383deb', 'Patricia Oktaviani', 1, 1, 3, 0, '2022-04-16', '2022-04-30', '2022-04-29', '2023-05-29 02:10:42', '2023-05-29 02:10:42'),
(223, '244246122', 226, 'a066152c-02cb-43e5-9a0b-b26e41967144', 'Vanesa Agustina', 2, 2, 3, 0, '2022-07-25', '2022-08-08', '2022-08-07', '2023-05-29 02:10:42', '2023-05-29 02:10:42'),
(224, '114616856', 227, 'd3f37b21-2d1b-40dd-b799-95669796d533', 'Kasim Ardianto', 2, 2, 3, 0, '2023-03-30', '2023-04-13', '2023-04-12', '2023-05-29 02:10:42', '2023-05-29 02:10:42'),
(225, '164026552', 228, 'f630b397-6b1a-4ff3-8dcb-ab44eb48f0e2', 'Gamblang Waluyo', 1, 2, 3, 0, '2021-04-08', '2021-04-22', '2021-04-21', '2023-05-29 02:10:42', '2023-05-29 02:10:42'),
(226, '851985333', 229, '3afaf65d-4124-4cb2-bd3b-d642f47fbaeb', 'Suci Yuniar', 1, 1, 3, 0, '2020-01-30', '2020-02-13', '2020-02-12', '2023-05-29 02:10:42', '2023-05-29 02:10:42'),
(227, '472469685', 230, '512ea3bb-24c1-487f-aad0-d81107838c07', 'Ophelia Yolanda', 2, 2, 3, 0, '2020-12-04', '2020-12-18', '2020-12-17', '2023-05-29 02:10:42', '2023-05-29 02:10:42'),
(228, '913310470', 231, '026b32ec-fd66-4e9e-afad-e5c4138b03d9', 'Eman Sitompul', 1, 1, 3, 0, '2021-06-21', '2021-07-05', '2021-07-04', '2023-05-29 02:10:42', '2023-05-29 02:10:42'),
